urn,alma_iz_id,alma_nz_id,alma_representation_id,url,title
URN:NBN:no-69194,999920008658402204,,12219669060002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008658402204,"Brev [Udatert], Pulkova, [til] Hansteen, Christopher [fra] Struve, W."
URN:NBN:no-69195,999920008657802204,,12219669040002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008657802204,"Brev 26. mai 1852, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69196,999920008656902204,,12219669020002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008656902204,"Brev 31. desember 1852, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69197,999920008655802204,,12219668860002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008655802204,"Brev 26. mars 1853, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69198,999920008655702204,,12219668840002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008655702204,"Brev 17. april 1853, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69199,999920008654902204,,12219668820002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008654902204,"Brev 27. juni 1853, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69200,999920008654402204,,12219668800002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008654402204,"Brev 11. desember 1853, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69201,999920008654002204,,12219668780002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008654002204,"Brev 14. mars 1854, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69202,999920008653402204,,12219668760002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008653402204,"Brev 8. oktober 1854, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69203,999920008652602204,,12219668740002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008652602204,"Brev 11. november 1854, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69204,999920008652102204,,12219668720002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008652102204,"Brev 30. desember 1854, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69205,999920008651402204,,12219668700002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008651402204,"Brev 28. februar 1855, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69206,999920008650802204,,12219668660002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008650802204,"Brev 30. desember 1855, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69207,999920008650402204,,12219668640002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008650402204,"Brev 13. august 1856, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69208,999920008649302204,,12219668620002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008649302204,"Brev 28. september 1857, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69209,999920008648702204,,12219668560002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008648702204,"Brev 1. august 1859, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69210,999920008648302204,,12219668540002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008648302204,"Brev 12. juni 1860, Berlin, [til] Hansteen, Christopher [fra] Sebald, W."
URN:NBN:no-69211,999920008647702204,,12219668520002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008647702204,"Brev 1846-, Paris, [til] Hansteen, Christopher [fra] Schmidt, J. W."
URN:NBN:no-69212,999920008647102204,,12219668500002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008647102204,"Brev 24. februar 1846, Paris, [til] Hansteen, Christopher [fra] Schmidt, J. W."
URN:NBN:no-69213,999920008646502204,,12219668480002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008646502204,"Brev 4. juli 1846, Paris, [til] Hansteen, Christopher [fra] Schmidt, J. W."
URN:NBN:no-69214,999920008645902204,,12219668420002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008645902204,"Brev 3. august 1847, Paris, [til] Hansteen, Christopher [fra] Schmidt, J. W."
URN:NBN:no-69215,999920008645302204,,12219668400002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008645302204,"Brev 26. august 1855, Paris, [til] Hansteen, Christopher [fra] Schmidt, J. W."
URN:NBN:no-69216,999920008644702204,,12219668380002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008644702204,"Brev 24. februar 1852, Paris, [til] Hansteen, Christopher [fra] Schmidt, J. W."
URN:NBN:no-69217,999920008644102204,,12219668360002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008644102204,"Brev [Udatert], Freiberg, [til] Hansteen, Christopher [fra] Scheerer, Th."
URN:NBN:no-69218,999920008643602204,,12219668300002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008643602204,"Brev 4. oktober 1850, Freiberg, [til] Hansteen, Christopher [fra] Scheerer, Th."
URN:NBN:no-69219,999920008643102204,,12219668280002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008643102204,"Brev 2. august 1851, Freiberg, [til] Hansteen, Christopher [fra] Scheerer, Th."
URN:NBN:no-69220,999920008642402204,,12219668260002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008642402204,"Brev 23. juni 1851, Giessen, [til] Hansteen, Christopher [fra] Strecker, Adolph"
URN:NBN:no-69221,999920008641902204,,12219668240002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008641902204,"Brev 15. april 1851, Giessen, [til] Hansteen, Christopher [fra] Strecker, Adolph"
URN:NBN:no-69222,999920008641502204,,12219668200002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008641502204,"Brev 1. oktober 1833, Ringebu, [til] Hansteen, Christopher [fra] Sommerfeldt, H."
URN:NBN:no-69223,999920008641002204,,12219668180002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008641002204,"Brev 1. oktober 1833, Ringebu, [til] Hansteen, Christopher [fra] Sommerfeldt, H."
URN:NBN:no-69224,999920008640502204,,12219668100002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008640502204,"Brev 30. oktober 1832, Köbenhavn, [til] Hansteen, Christopher [fra] Seehusen, O.J."
URN:NBN:no-69225,999920008640102204,,12219669000002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008640102204,"Brev 22. april 1848, [til] Hansteen, Christopher [fra] Skaar, G. W."
URN:NBN:no-69226,999920008639202204,,12219668980002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008639202204,"Brev 22. mai 1820, Berlin, [til] Hansteen, Christopher [fra] Steffens"
URN:NBN:no-69227,999920008638702204,,12219668960002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008638702204,"Brev 15. februar 1867, London, [til] Hansteen, Christopher [fra] Scott, Robert H."
URN:NBN:no-69228,999920008638102204,,12219668680002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008638102204,"Brev 10. mars 1855, Washington D. C., [til] Hansteen, Christopher [fra] Sibbern, G."
URN:NBN:no-69229,999920008637902204,,12219668600002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008637902204,"Brev 25. oktober 1855, Washington D. C., [til] Hansteen, Christopher [fra] Sibbern, G."
URN:NBN:no-69230,999920008636902204,,12219668580002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008636902204,"Brev 23. desember 1855, Washington D. C., [til] Hansteen, Christopher [fra] Sibbern, G."
URN:NBN:no-69231,999920008636402204,,12219668460002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008636402204,"Brev 5. februar 1855, Washington D. C., [til] Hansteen, Christopher [fra] Sibbern, G."
URN:NBN:no-69232,999920008635902204,,12219668440002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008635902204,"Brev 10. august 1863, Lisboa, [til] Hansteen, Christopher [fra] Silveira"
URN:NBN:no-69233,999920008635502204,,12219668340002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008635502204,"Brev 19. februar 1855, Christiania, [til] Hansteen, Christopher [fra] Schmidt, C. S."
URN:NBN:no-69234,999920008635102204,,12219668320002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008635102204,"Brev 13. januar 1835, Wadstena, [til] Hansteen, Christopher [fra] Sundriet"
URN:NBN:no-69235,999920008634602204,,12219668940002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008634602204,"Brev mai 1855, München, [til] Hansteen, Christopher [fra] Steinheil, C. A."
URN:NBN:no-69236,999920008634402204,,12219668920002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008634402204,"Brev 14. desember 1818, Stockholm, [til] Hansteen, Christopher [fra] Sandels, Johan A."
URN:NBN:no-69237,999920008634102204,,12219668900002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008634102204,"Brev 8. mars 1819, Stockholm, [til] Hansteen, Christopher [fra] Sandels, Johan A."
URN:NBN:no-69238,999920008633802204,,12219668880002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008633802204,"Brev 3. juli 1823, Stockholm, [til] Hansteen, Christopher [fra] Sandels, Johan A."
URN:NBN:no-69239,999920008760102204,,12219659360002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008760102204,"Brev 20. desember 1859, Dorset, [til] Hansteen, Christopher [fra] Eaton, Henry Storks"
URN:NBN:no-69240,999920008759602204,,12219659300002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008759602204,"Brev 5. oktober 1865, Dresden, [til] Hansteen, Christopher [fra] Schramm, Hugo"
URN:NBN:no-69241,999920008759102204,,12219659240002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008759102204,"Brev 29. juni 1829, Stockholm, [til] Hansteen, Christopher [fra] Stjerneld"
URN:NBN:no-69242,999920008758702204,,12219659200002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008758702204,"Brev 24. juni 1850, Stockholm, [til] Hansteen, Christopher [fra] Stjerneld"
URN:NBN:no-69243,999920008758002204,,12219659160002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008758002204,"Brev 24. november 1856, Dunse, [til] Hansteen, Christopher [fra] Stevenson, W."
URN:NBN:no-69244,999920008757702204,,12219659100002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008757702204,"Brev 3. februar 1857, Dunse, [til] Hansteen, Christopher [fra] Stevenson, W."
URN:NBN:no-69245,999920008756602204,,12219659060002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008756602204,"Brev 22. oktober 1839, Stockholm, [til] Hansteen, Christopher [fra] Sefström, W. G."
URN:NBN:no-69246,999920008756102204,,12219659020002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008756102204,"Brev 23. august 1843, Köbenhavn, [til] Hansteen, Christopher [fra] Scharling, E. A."
URN:NBN:no-69247,999920008755802204,,12219658980002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008755802204,"Brev november 1817, Augsburg, [til] Hansteen, Christopher [fra] Stark"
URN:NBN:no-69248,999920008755002204,,12219658940002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008755002204,"Brev 19. august 1825, Stockholm, [til] Hansteen, Christopher [fra] Suchtelen"
URN:NBN:no-69249,999920008754002204,,12219658900002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008754002204,"Brev 14. september 1819, Stockholm, [til] Hansteen, Christopher [fra] Suchtelen"
URN:NBN:no-69250,999920008753102204,,12219659780002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008753102204,"Brev 2. september 1865, Kew Observatory, [til] Hansteen, Christopher [fra] Stewart, Balfour"
URN:NBN:no-69251,999920008752802204,,12219659760002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008752802204,"Brev 22. mai 1851, Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69252,999920008751602204,,12219659740002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008751602204,"Brev 22. mai 1851, Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69253,999920008750902204,,12219659720002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008750902204,"Brev 9. mai 1852, Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69254,999920008750102204,,12219659700002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008750102204,"Brev 4. juni 1852, Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69255,999920008749402204,,12219659680002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008749402204,"Brev 17. juni 1852, Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69256,999920008748102204,,12219659660002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008748102204,"Brev 20. juni 1852, Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69257,999920008747302204,,12219659640002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008747302204,"Brev 13. juli 1853, Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69258,999920008746402204,,12219659620002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008746402204,"Brev 3. juli 1854, Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69259,999920008745902204,,12219659600002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008745902204,"Brev 16. august 1855, Greenwich, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69260,999920008745402204,,12219659580002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008745402204,"Brev [Udatert], Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69261,999920008744502204,,12219659520002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008744502204,"Brev 25. desember 1856, Uppsala, [til] Hansteen, Christopher [fra] Svanberg, G."
URN:NBN:no-69262,999920008744002204,,12219659480002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008744002204,"Brev 30. desember 1829, St. Petersburg, [til] Hansteen, Christopher [fra] Sterky, G."
URN:NBN:no-69263,999920008743502204,,12219659440002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008743502204,"Brev 19. september 1830, St. Petersburg, [til] Hansteen, Christopher [fra] Sterky, G."
URN:NBN:no-69264,999920008743102204,,12219659400002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008743102204,"Brev 28. februar 1847, Altona, [til] Hansteen, Christopher [fra] Sievers"
URN:NBN:no-69265,999920008741402204,,12219660240002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008741402204,"Brev 16. august 1857, Altona, [til] Hansteen, Christopher [fra] Sievers"
URN:NBN:no-69266,999920008739902204,,12219660220002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008739902204,"Brev 21. september 1857, Altona, [til] Hansteen, Christopher [fra] Sievers"
URN:NBN:no-69267,999920008737602204,,12219660200002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008737602204,"Brev 3. august 1819, St. Petersburg, [til] Hansteen, Christopher [fra] Schubert, F. W."
URN:NBN:no-69268,999920008736202204,,12219660180002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008736202204,"Brev 6. januar 1832, St. Petersburg, [til] Hansteen, Christopher [fra] Schubert, F. W."
URN:NBN:no-69269,999920008735802204,,12219660160002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008735802204,"Brev [Udatert], Göttingen, [til] Gauss [fra] Hansteen, Christopher"
URN:NBN:no-69270,999920008735302204,,12219660140002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008735302204,"Brev 1. oktober 1836, St. Petersburg, [til] Hansteen, Christopher [fra] Schubert, F. W."
URN:NBN:no-69271,999920008734502204,,12219660120002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008734502204,"Brev 27. april 1860, St. Petersburg, [til] Hansteen, Christopher [fra] Schubert, F. W."
URN:NBN:no-69272,999920008732602204,,12219660100002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008732602204,"Brev 28. mai 1859, St. Petersburg, [til] Hansteen, Christopher [fra] Schubert, F. W."
URN:NBN:no-69273,999920008732202204,,12219660080002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008732202204,"Brev 20. januar 1828, Fredriksværn, [til] Hansteen, Christopher [fra] Segelcke, Lorents"
URN:NBN:no-69274,999920008731602204,,12219660060002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008731602204,"Brev 12. oktober 1829, Fredriksværn, [til] Hansteen, Christopher [fra] Segelcke, Lorents"
URN:NBN:no-69275,999920008731002204,,12219660040002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008731002204,"Brev 20. desember 1831, Fredriksværn, [til] Hansteen, Christopher [fra] Segelcke, Lorents"
URN:NBN:no-69276,999920008730502204,,12219660020002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008730502204,"Brev 19. februar 1831, Fredriksværn, [til] Hansteen, Christopher [fra] Segelcke, Lorents"
URN:NBN:no-69277,999920008729502204,,12219660000002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008729502204,"Brev 12. mars 1831, Fredriksværn, [til] Hansteen, Christopher [fra] Segelcke, Lorents"
URN:NBN:no-69278,999920008728902204,,12219659980002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008728902204,"Brev 21. mars 1814, Halle, [til] Hansteen, Christopher [fra] Schweigger"
URN:NBN:no-69279,999920008728002204,,12219659960002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008728002204,"Brev 26. mai 1819, Halle, [til] Hansteen, Christopher [fra] Schweigger"
URN:NBN:no-69280,999920008727002204,,12219659940002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008727002204,"Brev 27. september 1820, Halle, [til] Hansteen, Christopher [fra] Schweigger"
URN:NBN:no-69281,999920008725202204,,12219659920002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008725202204,"Brev 3. oktober 1825, Halle, [til] Hansteen, Christopher [fra] Schweigger"
URN:NBN:no-69282,999920008724702204,,12219659900002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008724702204,"Brev 10. juli 1826, Halle, [til] Hansteen, Christopher [fra] Schweigger"
URN:NBN:no-69283,999920008724302204,,12219659880002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008724302204,"Brev 13. februar 1827, Halle, [til] Hansteen, Christopher [fra] Schweigger"
URN:NBN:no-69284,999920008724102204,,12219659860002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008724102204,"Brev 12. desember 1827, Christiania, [til] Hansteen, Christopher [fra] Cappelen, Jørgen W."
URN:NBN:no-69285,999920008723802204,,12219659840002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008723802204,"Brev 26. september 1823, Drammen, [til] Hansteen, Christopher [fra] Cappelen, Peder"
URN:NBN:no-69286,999920008723302204,,12219659820002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008723302204,"Brev 14. april 1828, Bergen, [til] Hansteen, Christopher [fra] Christie, J. K."
URN:NBN:no-69287,999920008723002204,,12219659800002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008723002204,"Brev 8. mai 1817, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69288,999920008722502204,,12219660260002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008722502204,"Brev 10. april 1817, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69289,999920008762302204,,12219584720002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008762302204,"Brev 14. oktober 1817, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69290,999920008762102204,,12219584700002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008762102204,"Brev 20. januar 1827, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69291,999920008761802204,,12219584660002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008761802204,"Brev 20. oktober 1825, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69292,999920008761502204,,12219584640002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008761502204,"Brev 29. mai 1818, Uddevalla, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69293,999920008761202204,,12219584580002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008761202204,"Brev 30. desember 1817, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69294,999920008761002204,,12219584560002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008761002204,"Brev 30. januar 1827, München, [til] Hansteen, Christopher [fra] Ertel"
URN:NBN:no-69295,999920008760602204,,12219584540002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008760602204,"Brev 16. april 1825, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69296,999920008760202204,,12219584500002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008760202204,"Brev 19. mai 1820, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69297,999920008759702204,,12219584480002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008759702204,"Brev 25. januar 1819, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69298,999920008759302204,,12219584420002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008759302204,"Brev 26. november 1824, Stockholm, [til] Hansteen, Christopher [fra] Cronstrand, Simon Anders"
URN:NBN:no-69299,999920008758902204,,12219584400002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008758902204,"Brev 5. juli 1850, Paris, [til] Hansteen, Christopher [fra] Barrat, J."
URN:NBN:no-69300,999920008758502204,,12219584380002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008758502204,"Brev 26. mai 1862, Lyngdal, [til] Hansteen, Christopher [fra] Bergsager, A. O."
URN:NBN:no-69301,999920008757902204,,12219584220002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008757902204,"Brev [Udatert], [til] Hansteen, Christopher [fra] Broch, Ole Jacob"
URN:NBN:no-69302,999920008757102204,,12219584200002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008757102204,"Brev [Udatert], [til] Hansteen, Christopher [fra] Broch, Ole Jacob"
URN:NBN:no-69303,999920008756802204,,12219584160002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008756802204,"Brev 12. mars 1837, [til] Hansteen, Christopher [fra] Bugge"
URN:NBN:no-69304,999920008756502204,,12219584120002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008756502204,"Brev 28. juni 1838, Stockholm, [til] Hansteen, Christopher [fra] Bystrøm, Th."
URN:NBN:no-69305,999920008756002204,,12219584100002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008756002204,"Brev 15. juli 1831, London, [til] Hansteen, Christopher [fra] Beaufort, J."
URN:NBN:no-69306,999920008755602204,,12219584060002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008755602204,"Brev 30. januar 1832, London, [til] Hansteen, Christopher [fra] Beaufort, J."
URN:NBN:no-69307,999920008754502204,,12219584020002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008754502204,"Brev 8. november 1824, London, [til] Hansteen, Christopher [fra] Berghaus"
URN:NBN:no-69308,999920008753602204,,12219585060002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008753602204,"Brev 2. august 1824, [til] Hansteen, Christopher [fra] Bloomfield"
URN:NBN:no-69309,999920008753002204,,12219585040002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008753002204,"Brev 8. juni 1859, Christiania, [til] Hansteen, Christopher [fra] de Boigne, Paul"
URN:NBN:no-69310,999920008752402204,,12219585020002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008752402204,"Brev 7. november 1826, Allerly by Melrose, [til] Hansteen, Christopher [fra] Brewster, David"
URN:NBN:no-69311,999920008751802204,,12219584740002204,https://bibsys.alma.exlibrisgroup.com/view/delivery/47BIBSYS_UBO/999920008751802204,"Brev 11. mars 1824, Allerly by Melrose, [til] Hansteen, Christopher [fra] Brewster, David"
